latitude,longitude,area_in_meters,confidence,full_plus_code,zone_id
-33.39725578,-70.58075582,19.552,0.6582,47RFJC39+3MXQ,Z2
-33.40043122,-70.59718449,185.3232,0.8992,47RFHCX3+R4GJ,Z2
-33.40432603,-70.55085927,12.5754,0.7125,47RFHCWX+7M6W,Z2
-33.39934053,-70.55762867,148.3487,0.8246,47RFJC2R+7W99,Z2
-33.39635859,-70.57211317,12.9039,0.6972,47RFJC3H+F52M,Z2
-33.40304807,-70.55950382,123.5374,0.8335,47RFHCWR+Q5Q5,Z2
-33.415634,-70.55262702,155.3504,0.8333,47RFHCMW+PWXQ,Z2
-33.39156509,-70.56537081,18.1561,0.6869,47RFJC5M+9VC6,Z2
-33.3917712,-70.58839438,77.2713,0.8514,47RFJC56+7JX3,Z2
-33.39468637,-70.57805615,14.2196,0.6824,47RFJC4C+4QGC,Z2
-33.3938509,-70.59463819,86.0571,0.7731,47RFJC44+F45W,Z2
-33.40176402,-70.55954965,211.2601,0.879,47RFHCXR+75WF,Z2
-33.39024108,-70.57003334,679.7172,0.8697,47RFJC5H+WX49,Z2
-33.40949477,-70.57236947,928.3791,0.9153,47RFHCRH+6326,Z2
-33.41069083,-70.55462078,8.0964,0.7302,47RFHCQW+P5C6,Z2
-33.41355118,-70.55652831,172.3951,0.8957,47RFHCPV+H9HR,Z2
-33.39358885,-70.55462501,219.3823,0.828,47RFJC4W+H49H,Z2
-33.39396602,-70.58996721,16.656,0.7297,47RFJC46+C276,Z2
-33.39523845,-70.55384078,33.3996,0.8143,47RFJC3W+WF3C,Z2
-33.41163138,-70.58494576,150.6481,0.7253,47RFHCQ8+82VP,Z2
-33.41939427,-70.59630029,106.8289,0.8395,47RFHCJ3+6FW7,Z2
-33.41719505,-70.57510547,45.2902,0.6967,47RFHCMF+4XC4,Z2
-33.41560993,-70.55504627,9.8464,0.6729,47RFHCMV+QX4P,Z2
-33.39384776,-70.55293126,278.9673,0.8918,47RFJC4W+FR82,Z2
-33.39869782,-70.58435139,80.1726,0.9141,47RFJC28+G7C5,Z2
-33.40106434,-70.55091156,125.7372,0.8725,47RFHCXX+HJGH,Z2
-33.41742665,-70.56885574,175.5391,0.8385,47RFHCMJ+2FCW,Z2
-33.40379808,-70.56094348,207.0566,0.8431,47RFHCWQ+FJM5,Z2
-33.41959168,-70.58254467,71.7184,0.8517,47RFHCJ8+5X88,Z2
-33.4113766,-70.5512317,22.5447,0.7256,47RFHCQX+CGRW,Z2
-33.40714408,-70.55579817,81.9552,0.8706,47RFHCVV+4MW7,Z2
-33.41659295,-70.55051905,25.4586,0.7266,47RFHCMX+9Q97,Z2
-33.39141899,-70.58835143,29.9054,0.7618,47RFJC56+CMJ9,Z2
-33.4191069,-70.55604179,73.4746,0.8479,47RFHCJV+9H4P,Z2
-33.39569703,-70.56308739,141.7848,0.7443,47RFJC3P+PQF2,Z2
-33.40630282,-70.55954096,183.2962,0.7691,47RFHCVR+F5GW,Z2
